Species,UCP_ID,Prep_Number,Date_of_death,Intake_date,Necropsy_date,Manner_of_death,County_approximate _ocation,City_approximate_location,Neighborhood,Latitude,Longitude,LatLong_Remark,Dissected_by,Collection_notes_condition,PAWS_Case_Number,Sex,Age,Reproductive status,Suspected_Young_of_Year,Total_length_(mm),Tail_(mm),Right_hind_foot_(mm),Right_ear_(mm),Testes_(mm),Weight_(g),Body_condition_(1-5),Skin_lesions,Ringworm,Ectoparasites,Coloration_claws,Notes_external,Tooth_wear,Bone_marrow_color,Bone_marrow_consistency,Heart,Lungs,Lymph_nodes,Notes_thoracic,Spleen_mass,Liver_mass,Liver_condition_path,Notes_liver_bile ducts_lymphatic,Kidney_pathology_condition,kidney_w_fat_g,kidney_wo_fat_g,Kidney_fat_weight_g,Kidney_fat_index_percentage,Uterine_scars_(L+R),Current_pregnancy_(Embryos_L+R),Notes_reproductive_urinary,Additional_notes_and_observations,UPDATE_SAMPLE_SHEET
Coyote,COY021,YH029,9/26/22,9/26/22,12/1/22,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,NA,NA,,Male,Juvenile,N/A,NA,900,252,170,100,NA,5600,2,NA,NA,NA,NA,"Skin: Nothing of note, lots of burs, nose shot off, mandible broken",NA,NA,NA,NA,"Lung pale, weird fat with lung",NA,NA,14.5,NA,NA,NA,Normal,NA,NA,#VALUE!,#VALUE!,Normal,Normal,NA,NA,TRUE
Coyote,COY026,YH030,9/26/22,9/26/22,12/1/22,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,NA,NA,,Female,Adult,N/A,N,1243,310,191,113,NA,10790,3,1-3%,No,No,NA,"Small lesion/patch on left haunch, gunshot wound under R armpit","Very worn, dentin showing in front",light pink,gelatinous,Likely myocarditis,Pale lung,Black lymph node near rectum,"NA pericarditis, NA heartworm, NA lumph nodes, hemmoraging in thoracic cavity",NA,NA,LIver badly decomposed,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,"Large bubbly cysts? on right side of uterus, right ovary large and filled with fluid",NA,TRUE
Coyote,COY022,YH034,11/3/22,11/22/22,2/2/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"ER, EH",NA,,Male,Adult,Testes present,NA,1220,360,190,115,10,11950,3,NA,NA,NA,NA,none found,"Small amount, teeth white, mittens a little flattened",pink (a little lighter than normal),jelly,excessive fat around heart in cavity,"dark spotting in lung, otherwise healthy",NA,overall fatty- extra fat on diaphram,10.5,NA,NA,NA,"fatty spots on kidneys, kidneys more dark blue than usual",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,NA,TRUE
Coyote,COY023,YH039,10/12/22,NA,2/16/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"SK, YH",NA,,Male,Juvenile,Testes present,NA,1030,329,181,121,10X10,6870,2,0%,NA,NA,NA,No mange,New/mittens,Pinkish red,Jelly,greenish brown tinge on pericardium and heart- photos,NA,NA,Very bloody,10.2,161,NA,NA,"less distinction between cortex and medula, left kidney had 2 white lumpy spots, right was shot",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"No chronic hypercongestion, no miliary hepatic necrosis, no interstitial nephritis, no renomegaly, no kidney amyloidosis, thick urinary bladder wall, no pericarditis, no heartworm, no lymph nodes, diaphram shot and stomach",TRUE
Coyote,COY018,YH040,10/12/22,NA,2/16/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"NB, OC, RM",NA,,Male,Juvenile,Testes present,NA,1106,326,198,117,11x12,1850,3,No,No,No,NA,NA,Very little mittens present,dark red -> really dark,"pasty-> grittiness, like mustard with stuff in it",NA,"Very pale, weird brown spots, unusual texture -> bubbly","larger than normal (posterior, photo), pronounced lymph nodes in head as well (photo)",NA,18.2,NA,"uniform, except dark spot on liver (photo), really pale inside",NA,"pale, white in center",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,NA,TRUE
Coyote,COY017,YH041,10/12/22,11/22/22,3/2/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"YH, LRP",NA,,Female,Juvenile,Nonparous,N,970,274,180,92,NA,6500,2,NA,NA,NA,NA,covered in burrs,baby teeth -- new canine growing,reddish pink,gelatinous,NA,NA,swollen in armpit and around bladder,"Swollen lymph node, left armpit",15.4,NA, white spots on outside of liver,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,swollen lymph nodes by bladder,"shot in abdomen -- lung heart, small piece of liver",TRUE
Coyote,COY016,YH042,10/12/22,11/22/22,3/2/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"EH, EL",NA,,Female,Juvenile,Nonparous,N,870,220,170,102,NA,5420,3,NA,NA,NA,NA,none noted,well defined mittens,normal,jelly,NA,NA,NA,all normal,14.3,210.5,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"NA pericarditis, NA heartworm, NA lymph nodes, NA uterine scars/reproductive past, NA current pregnancy, all normal reproductive/urinary, liver, bile ducts, lymphatic system, shot in head, skull in pieces",TRUE
Coyote,COY030,YH043,10/12/22,11/22/22,3/2/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"RM, EL",NA,,Female,Juvenile,Nonparous,N,965,33,380,97,NA,7820,3,NA,NA,NA,NA,burrs,none,dark pink,jelly,NA,dark sections,NA,normal,10.7,319,normal,normal,normal,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,NA,TRUE
Coyote,COY053,YH045,12/10/22,2/17/23,3/9/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"RM, ER",NA,,Male,Adult,Testes present,NA,1040,300,175,150,15,12000,3,NA,NA,NA,NA,NA,"white, no mittens, some brown on back",pink,tender,NA,NA,NA,NA,14.6,194,NA,NA,"right kidney has dark squiggles, inside looks the same (dysplasia?)",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"Green markings on intestines, lots of internal fat surrounding organs",TRUE
Coyote,COY028,YH050,10/12/22,11/22/22,3/16/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"RM, YH",NA,,Male,Adult,Testes present,NA,1410,410,195,110,12,"11,950",2,NA,NA,NA,NA,NA,NA,pink,spongy,NA,"pale, foamy",NA,NA,17.6,404.2,pale,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,compound fractures on both legs,TRUE
Coyote,COY029,YH052,10/12/22,11/22/22,NA,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,EL,NA,,Male,Adult,Testes present,NA,1250,320,175,132,18,12285,4,0%,NA,NA,NA,,"no mittens, minimal tooth wear, no broken or chipped teeth",dark pink,solid (frozen?),NA,NA,NA,bloody,20.2,244.3,degrading,NA,fatty,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"very fatty abdominal cavity, full intestines",TRUE
Coyote,COY052,YH054,1/25/23,2/17/23,3/30/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,OC,NA,,Female,Adult,N/A,N,1260,330,170,110,NA,1080,3,0%,NA,NA,NA,bullet wound on right ribcage,"worn mittens and breaks in front bottom, white","light pink, mauve",jelly,"fat on outside, connected to diaphragm","hit by bullet, effervescent, bubbly, decomposing, bloody",NA,NA,23.1,238.8,small white lesions on outside and some on inside,spleen fatty,"pale grey, small",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,Lots of internal fat,TRUE
Coyote,COY054,YH059,11/21/23,2/17/23,4/13/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,RM,NA,,Female,Adult,Nonparous,N,1175,360,192,110,NA,11170,NA,0%,NA,1 tick,normal,Broken L front shoulder/humerous,"young, small mittens, teeth in good condition",medium pink,spongy/firm,Normal,prettu shredded but what's left looks normal,NA,"shot through chest cavity, not much heart of lung tissue left",22.8,23.14,Pale browning liver,NA,normal,NA,NA,#VALUE!,#VALUE!,"No, but looks like she's had pups before",No,NA,NA,TRUE
Coyote,COY040,YH061,2/8/23,2/17/23,4/13/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,SK,NA,,Female,Adult,Nonparous,N,1110,280,172,98,NA,10710,4,0%,NA,NA,"normal, extra white around muzzle","Right ear torn, scars back right ankle, very thick fur (very pretty), massive wound on back (gun shot tore through?), shorter denser fur than normal, right ear clipped","no mittens, lightly worn broken front bottom tooth",light pink,thick jammy,normal other than very fatty paracardium,"Lung normal, but with extra node, part weird. Right lung pale, bumpy weird texture",black near colon,"Super weird air pocketed connective tissue between heart, lung, and diaphram, heart surrounded by a lot of fat; some strange pale brown colorations",22.2,223.1 with GB,"pale, browning",NA,"normal, very pretty kidney",NA,NA,#VALUE!,#VALUE!,NA,No,NA,"Normal spleen with no signs of degrading, right lung some hard nodes (very small) weird color extra textured collected in Sep lung bag, extremely fatty abdominal cavity",TRUE
Coyote,COY055,YH065,12/13/22,2/17/23,4/20/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"RM, KD",NA,,Male,Adult,Testes present,NA,1410,335,191,115,19,14450,4,NA,NA,NA,Normal,NA,good/light wear,pink-> normal,jelly/spongy-> normal,normal,normal,NA,NA,21.2,280 with GB,some decomp,NA,"encased in fat, very dark in color",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,So much fat,TRUE
Coyote,COY050,YH068,1/10/23,1/10/23,4/27/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"RM, YH",NA,,Female,Adult,Uterous not observed: nipples present,N,1270,334,192,122,NA,11420,3,0%,NA,NA,"normal, white tipped tail",NA,no wear,pink,firm jelly,encased in fat,"uneven coloration (whitish in spots), may be decomp",NA,NA,29.3,272.6,normal,NA,normal,NA,NA,#VALUE!,#VALUE!,could not find uterus,NA,NA,"GI tract hanging out of body, abdominal cavity obliterated, bullet casing found near bladder, tons of fat around bladder",TRUE
Coyote,COY048,YH074,2/8/23,2/17/23,5/11/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"SK, EC",NA,,Male,Adult,Testes present,NA,1282,324,195,120,16x30,12325,5,None,NA,NA,normal,NA,mittens,medium pink,firm jelly,excess fat on para cardium,"more modeling than normal, hemoraging from bullet",normal,NA,38.2,251.0 with GB,"dark modeling in left most 3 lobes with light spots, continues inside",NA,"left pale, right is vein dotted, vascularized interior",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"Spleen very dark and large, left teste smaller than right, diaphram opened while cutting into thorasic cavity, bullet through left lung, lots of fant in abdominal cavity",TRUE
Coyote,COY046,YH079,2/9/2023,2/17/2023,5/25/2023,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"JH, MB",NA,,Male,Adult,Testes present,No,1190,390,190,115,40x20,12040,4,small patch on ear,NA,NA,"normal, black tip",NA,"very worn mittens, broken front teeth",pink,firm,normal,normal,normal,NA,21.7,205.3 with GB,very brown/pale,NA,"pale outside, very dark in middle",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,NA,TRUE
Coyote,COY083A,YH084,4/19/23,5/18/23,6/1/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,ER,NA,,Male,Adult,Testes present,Maybe,1220,320,200,105,20x?,12240,3,5%,none,none,normal,"right muzzle skin gone, exposed muscle between front legs. right eye popped out, right humerus broken, leg mostly severed, skull shattered, tumor above penis (~1in^2)","white, mittens, minimal wear on top; moderate wear on bottom front teeth, may be young of year but pretty heavy wear on F bottom teeth",salmon pink; redder than normal,jelly,"concave section, might be artifact of freezing weird","bubbly, pink",normal,Heart upper chamber may be thinned. Took photos on phone; otherwise normal. ,17.3,276.3 with GB,grey in some parts but probbly decomp,NA,weird dark vein patterns on left kidney; left one lumpy (could be frozen that way),NA,NA,#VALUE!,#VALUE!,NA,NA,NA,collected mass near penis - hard spherical lump about 1 in ^2,TRUE
Coyote,COY081,YH086,4/19/23,5/18/23,6/1/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"OC, NB",NA,,Female,Juvenile,Nonparous,Yes,1110,295,190,104,NA,8630,2,0%,none,none,normal; tail russet colored,maggots on left back ear; lesion before right ear; either very early stages of mange or recovering and fur growing in,"white, very long, mittens",pink,jelly,small,normal,normal,NA,13.2,175.8 with GB,"white lesions, not raised; go through inside",NA,small; good color definition,NA,NA,#VALUE!,#VALUE!,none,none,NA,NA,TRUE
Coyote,COY049,YH087,2/8/23,2/17/23,6/15/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,YH,NA,,Female,Juvenile,Uterous not observed: nipples present,Yes,1114,295,180,102,NA,8700,2,20%,none,none,Normal,NA,"very little wear, mittens white teath",light pink,jelly,fat around pericardium,normal,NA,"chest cavity full of blood, diapragm ruptured on right side",NA,NA,"no mass, liver decimated; shot through liver","liver starting to decomp; shot thoruhg liver/diaphragm, liver not intact","1 ruptured, lots of fat around kidneys; slightly pale",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,Stomach ruptured with fur coming out,TRUE
Coyote,COY078B,YH088,4/19/23,5/18/23,6/15/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"EC, MT",NA,,Male,Adult,Testes present,NA,1200,390,185,115,30x15,12400,3,2%,none,none,Black tail tip,NA,slighlty worn mittens,light to dark pink,firm jelly,slight fat around herat; normal heart coloration,left lung very pale - brown/black on other side,NA,slight fat on heart,25.5,265.3g w gb,"pale, grey aroudn the sides, little white spots on liver",NA,normal - slight feathering on outside,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"neckwound (fatal), some fat in the abdominal cavity, layer of slight fat around stomach; small lesion on bakc of left ear; 2% mange on back left ear and front left leg",TRUE
Coyote,COY085,YH089,3/15/23,5/18/23,6/15/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"YH, KM",NA,,Male,Adult,Testes present,NA,1033,312,195,130,30x18,11685,3,0%,none,none,claws normal. fur along back striped black and white,NA,"unable to measure, but look quite worn",pinkish/red,jelly,incased in fat,"fomay, pale",normal,normal,18.2,243 with gb,pale browning liver,NA,"normal, incased in fat",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"kidneys incased in fat. mandible crushed, snout crushed, shot in face. total measurement may be inaccurate. lots of fat. thick layers of fat along ribcage. esophagus full. mass on rib cage, bone mass. stomach fulll, intestines full. colon full. bladder encased in fact",TRUE
Coyote,COY088,YH090,4/4/23,5/18/23,6/22/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,EC,NA,,Female,Juvenile,Uterous not observed: nipples present,Yes,1260,370,180,100,NA,9850,2,small patch ofmange (old) on right ear,none,none,whitish head,NA,mittens,light pink,jelly,heart obliterated,"L lung punctured, decay in chest, R lung gone",normal,NA,14.8,225.1 with gb,normal,NA,normal,NA,NA,#VALUE!,#VALUE!,uterus not found,NA,NA,"bullet through bottom L ribs; 2 broken ribs, decay in chest cavity; diapragm not punctured, more fat in abdomen than expected; quite a bit of fat around the intstines and stomach",TRUE
Coyote,COY087,YH092,4/19/23,5/18/23,6/22/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"EC, KM",NA,,Male,Adult,Testes present,No,1170,340,165,110,10x30 (R),10100,3,NA,none,none,"normal, tiny white tip on tail",NA,very worn mittens,light pink,firm jelly,textured piece on heart (possibly crystallized),"Been sitting in blood, normal, tiny bit of browning, white dotting; bumps on right lung",normal,NA,13.2,200 w gb,lot of white spotting,NA,some fat on kidneys; normall,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"wound through left shoulder (lots of hemoraging), blood lcot in esophogus, fat in abdominal cavity, stomach full, quite a bit of fat in intestines, full bladder",TRUE
Coyote,COY019,YH095,10/12/22,11/12/22,6/27/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"BV, EC",NA,,Male,Adult,Testes present,No,1370,380,220,120,30x20,14650,3,0%,none,none,small black tip,NA,worn mittens,"medium, dark pink",jelly,"veiny, dark mottling on top","large, pale (slightly), some brown spots",normal,fat in thoracic cavity around heart,21.29,570.6 w gb,"pale, some white spots; small black spots",NA,"fat on kidneys, good color definition",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"lots of fat in abdominal cavity, testes descended but fur covered, was shot in the neck, neck is broken, back of skull punctured by bullet, brain cavity exposed, bullet wound behind right ear",TRUE
Coyote,COY032B,YH096,9/26/22,11/22/22,6/27/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"BV, EC",NA,,Female,Adult,Uterine scars,No,1250,360,200,115,NA,10360,4,0%,none,none,black tip on tail,NA,"quite worn, jaw broken",whitish pink,jelly,fa around the heart,"very pale lungs, quite foamy, some dark spots on lungs",NA,quite a bit of fat in cavity,15.3,257.5 w gb,very brown liver,NA,"good color separation, feathering around outside; lots of fat around kidneys",NA,NA,#VALUE!,#VALUE!,"3R, L uteran horn was cut",NA,NA,"shot in the face, upper jaw broken; fat in the abdominal cavity and around the kidneys",TRUE
Coyote,COY079,YH098,4/19/23,5/18/23,6/28/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"BV, YH",NA,,Female,Juvenile,Nonparous,Yes,1305,350,190,110,NA,10500,3,1%,none,none,"brown legs, small black tip on tail",2 very small lesions on hind quarters probably mange,"still has mittens, not very worn",pinkish white,jelly,fatty! looks normal,white spotting on L lung and brownish sections,NA,NA,14.6,203 w gb,white spots on multiple lobes,NA,"normal, fatty",NA,NA,#VALUE!,#VALUE!,NA,NA,7 fluid filled cysts attached to uterus,"shot in the neck, neck brown; one year old estimation",TRUE
Coyote,COY083B,YH099,5/4/23,5/18/23,6/28/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"SK, KM",NA,,Male,Adult,Testes present,No,1225,340,191,120,19x15,12550,2,"mange on legs, tail, lesions on upper legs",none,none,normal,lesions either new or very old,"moderatley worn top front an dbottom, none broken, nice canines",NA,NA,"decent amount of fat on paracardium, little big (possibly from freezing)","partial decomp, lots of hemeraghing",NA,lots of conagulated blood,NA,NA,"liver not complete, no weight taken, no gb; degrading, dark (maybe from blood); no spleen",NA,right kidney white middle inside; left kidney shot,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"broken back left hip, lots of coagulated blood in hest cavity; diaphram ruptured by bullet, ton of blood inside the abdomiinal cavity; degrading inside; fat in the abdominal fatia; stomach ripped open, rectum open, scat in abdominal cavity, no stomach contents in stomach; no spleen",TRUE
Coyote,COY089,YH103,4/12/23,5/8/23,6/29/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"EC, IC",NA,,Male,Adult,Testes present,No,1110,370,175,105,25,11666,3,NA,NA,NA,white tail tip,NA,worn mittens,light pink,firm jelly,"large, some fat","pale from bleeding out, hermoraging, right lung was shot through",NA,"lot of blood in cavity, right lung very pale.",18.9,324.3 w/o gb,"dark marbling, degraded",NA,"pale, degraded",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,spleen is gray,TRUE
Coyote,COY082,YH107,4/19/23,5/18/23,6/30/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"KM,SK",NA,,Female,Juvenile,No scars observed,no,1270,298,175,115,NA,9770,3,0%,NA,NA,normal ,NA,"mittens, a lot of buildup on back teeth, none broken",dark pink,jelly,normal minus trauma from bullet,hemorrhaging from trauma,normal,NA,13.2,"not taken, liver not complete",normal for whats left of it,NA,pale and vessels very prominent inside. Dark vessel lines from exterior of kidney and both kidneys are smaller than average,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"eye popping out, squishy skull, abdomen open from bullets, diaphragm ruptured in middle, lots of blood in thoracic and abdominal cavity, abdomen messed up, intestines may have some holes from trauma- too frozen to really tell. small weird node by colon",TRUE
Coyote,COY090,YH109,4/13/23,5/18/23,6/30/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"IC, KM",NA,,Male,Juvenile,Testes present,no,1170,360,185,115,7x10,9900,3,0%,NA,NA,normal,NA,worn mittens,pinkish red,jelly,normal,normal,normal,"full of coagulated blood, some grass in cavity",20.4,235.7,"white spots, splotching and pinpoint, 3rd path taken",NA,"small, very small",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"maggot eggs in mouth, lots of fat in ribcage",TRUE
Coyote,COY042,YH110,12/6/22,2/17/23,7/6/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"KM,YH,EC,IC",NA,,Male,Adult,Testes present,no,1134,300,195,120,30x25,9200- whatever the tray was,3,NA,NA,NA,"black stripes, black tip tail",NA,"chipped UR incisor, worn mittens",pink red,jelly,not retrievable,not retrievable,normal,NA,6.99,236.1,"pale, decomposed, gallbladder punctures",NA,"left encased in fat, good color difference, kidney grey/ brown, right kidney very vascularized",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"wound behind and under left front leg, significant decomp. thoracic cavity imploded, decomposed, not able to collect, lots of fat in abdominal cavity",TRUE
Coyote,COY096,YH113,6/27/23,7/5/23,7/13/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"EC,KM,MT",NA,,Male,Adult,Baculum present,no,1390,410,200,105,30X7.5 R,8730,1,"Mange, 85%",NA,NA,normal,"skin tag on left side, super loose skin, mange on tail, jaw, neck, back legs","mittens worn, chip in upper left incisor, bottom row completely worn in front, hemoraging in back",dark pink,jelly,"purple, vascularized heart, hemoraging in thorasic cavity, some decompostion of heart, large heart","parts of lungs partially decomposed, darkness on the edge of both lungs",normal,"abnormally large heart, decompostion of lungs",22.1,447.2 w/ gb,"dark modeling on liver, decomp",na,"little bits of fat around kidnet, good color differentiation ",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"bullet wound in spine behind shoulder blades, hemoraging in esophagus, fat in back and abdominal cavity",TRUE
Coyote,COY094,YH114,6/20/23,7/5/23,8/3/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,IC/BV,NA,,Male,Juvenile,Baculum present,no,1230,330,190,110,R20x10,1151,2,0%,NA,NA,Black and white fur streaks on tail,NA,worn mittens,pinkish,jelly,normal,normal,normal,lots of coagulated blood in thoracic cavity,19.1,305.2 w/gb,"lots of white spots, pale, took additional sample",NA,NA,69.5,44.8,24.7,55.13392857,NA,NA,NA,"shot in the neck, collected lymphnodes",TRUE
Coyote,COY093,YH115,6/21/23,7/5/23,8/3/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"YH, KM",Shot in thoracic cavity,,Male,Adult,Testes present,no,1350,310,210,115,28x14,13100,3,"covered in blood, no lesions seen",NA,NA,"white snout, lower body black tipped fur, black tipped fur on tail",thick fur ,"wear on front teeth, tip of left lower canine chipped",NA,NA,"shot in heart, destroyed, decomposition from being near entry site","pale, right lung shot through, foamy",enlarged lymph nodes near colon,NA,22.6,310.2g w/gb," decomposing, grey section does not appear to be from decomp.","gall bladder very large, very full",NA,34.2,30.6,3.6,11.76470588,NA,NA,KFI: 3.6g fat:30.6g kidney,,TRUE
Coyote,COY097,YH116,6/12/23,7/5/23,8/3/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"KM, MP, IV",skull fractured,,Male,Juvenile,Testes present,no,1290,400,190,130,40x30,9750,3,"matting, mangy on tail",NA,NA,white coloration on body,tail worn toward base,"mittens fairly unworn, no chips",pinkish reddish,jelly,normal,"pale white spots, dark spots, foamy",normal,NA,13.8,265.3w/gb,normal,NA,normal,36.9,33.6,3.3,9.821428571,NA,NA,NA,NA,TRUE
Coyote,COY092,YH117,6/20/23,7/5/23,8/3/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"EC, MP",NA,,Female,Adult,No scars observed,no,1220,370,190,100,NA,9125,2,"inside right and left leg, road rash?",NA,NA,"normal, black tip on tail",na,worn mitten,light pink,jelly,lots of coagulated blood,lots of hemorrhaging,na,lots of coagulated blood in thoracic cavity,25.9,229.3 w/gb,small white spots on some lobes,NA,feathery edges,28.8,24.1,4.7,19.50207469,NA,NA,NA,"left forelimb mostly seperated at shoulder, lots of damage to left shoulder joint. bendy posterior ribs (no break)",TRUE
Coyote,COY095,YH118,6/27/23,7/5/23,8/10/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,"KM, MP",Shot between shoulders,,Female,Juvenile,Uterous not observed: nipples present,no,1320,480,195,135,NA,1037,2,NA,NA,NA,"white on snout, white tips along body","soaked left side in blood, burrs along legs and underside","mittens worn on front teeth, chipped upper incisor",pink,jelly,normal,"full of bood, light foam, slightly pale","large, inflamed throughout body, collected from intestines",filled with coagulated blood,21.79,22.09 w/gb,"slightly pale, grayish on inside, easy to tear, bullet fragment in one lobe","punctured diaphragm, stomach and spleen in thoracic cavity, bullet shard in liver","left kidney shredded by bullet, right taken for sample, internal condition normal, right kidney 29.6 g, right kidney fat 5.1 g",34.7,29.6,5.1,17.22972973,NA,NA,NA,"severe internal trauma from bullet wounds, especially in abdominal cavity. Shards scattered though organs",TRUE
Coyote,COY080B,YH125,4/13/23,5/12/23,9/17/23,USDA Wildlife Services,Island,Whidbey,NA,48.347543,-122.649898,Approx,YH,NA,,Female,Adult,Nonparous,no,1010,280,185,105,NA,10300,3,NA,NA,NA,normal,NA,"worn mittens, teeth look great",na,na,shot adjacent to heart,pale/foamy,NA,"full of blood, diaphram ruptured",22.2,NA liver evicerated/broken down,"eviscerated, whole parts look ok",n,NA,NA,NA,#VALUE!,#VALUE!,no scars found,NA,6.2,NA,TRUE
Coyote,COY102,YH128,9/6/23,9/7/23,11/2/23,USDA Wildlife Services,Island ,Whidbey ,NA,48.347543,-122.649898,Approx,"YH,NC",NA,,Male,Juvenile,Testes present,no,1064,272,180,150,16x10,6490,3,NA,NA,NA,"normal claws, black tip tail",NA,"adult canines growing in, baby teeth still present ",NA,NA,normal ,"shot through lungs, right lung saturated with blood, left lung normal",enlarged , ,NA,238.9,"very pale, white spots ",NA,"pale, little definition ",21.6,21.1,0.5,2.369668246,NA,NA,"kidney w/ fat: 21.6g, kidney without fat: 21.1 g",,TRUE
Coyote,COY126,YH207,05/08/24,5/20/24,5/23/34,Other,Island,Whidbey,Ault Field,48.347543,-122.649898,Approx,"NC, JC",NA,NA,Female,Adult,Uterine scars,NA,1260,320,187,115,NA,8920,3,NA,NA,NA,"lighter color w/ black and grey, normal claws fairly sharp not worn down ",NA,still has mittens,NA,NA,normal ,"light pink, some lobes were sitting in blood from gunshot wound ",NA,lots of frozen blood ,17.2,186.0 w/ gb,"more pale and tan than normal, looks like and has texture of cat food",small dark discoloration on end of spleen,"gray exterior, very pale, inside has good distinction between layers but very pale  ",26.22,24.1,2.12,8.796680498,2L + 3R scars,NA,NA,gunshot wound to thoracic cavity,TRUE
Coyote,COY128,YH210,5/10/24,5/20/24,5/23/24,USDA Wildlife Services,Island ,Whidbey, Ault field,48.347543,-122.649898,Approx,EM,NA,NA,Male,Adult,Testes present,NA,1260,315,195,123,35x20,14050,3,NA,NA,NA,normal ,NA,normal ,NA,NA,normal ,normal ,NA,NA,20.5,291.1 w/gb,"brownish color, looks like it's decomposing",spleen was almost black ,normal,49.6,44.3,5.3,11.96388262,NA,NA,NA,NA,TRUE
